"Subtype","Provider","Name","Town","Clients","Grades published","Wellbeing support","Care and support","Setting","Staffing","Leadership","Last_inspection_Date","Registered","Complaints upheld since 22/23","Enforcements since 22/23"
"Care at Home","Voluntary or Not for Profit","British Red Cross- Support at Home","Inverness","Adults","23/06/2023",5,4,NA,6,5,"02/06/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Streets Ahead (East) - Care at Home/Housing Support","Galashiels","Adults","04/10/2023",5,4,NA,4,5,"13/09/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Cantray Square Care at Home Service","Inverness","Adults","05/12/2022",5,6,NA,5,5,"03/11/2022","2005_2",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Housing Support Glasgow North and West","Glasgow","Adults","11/04/2023",5,5,NA,5,4,"15/03/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Edinburgh - Care at Home","Edinburgh","Adults","19/06/2023",5,5,NA,5,5,"19/05/2023","2004_8",0,0
"Care at Home","Local Authority","West Dunbartonshire Council Sheltered Housing","Clydebank","Adults","29/01/2024",4,4,NA,3,3,"25/04/2023","2004_11",0,0
"Care at Home","Local Authority","West Dunbartonshire Council Home Care Service","Clydebank","Adults","29/01/2024",3,3,NA,3,3,"06/10/2023","2004_11",0,0
"Care at Home","Local Authority","West Dunbartonshire Council Learning Disability Service","Clydebank","Adults","16/01/2020",5,5,NA,5,6,"22/11/2019","2004_11",0,0
"Care at Home","Private","Highland Home Carers Ltd Support Service - Care at Home","Inverness","Adults","31/07/2023",4,5,NA,4,5,"18/07/2019","2004_8",0,0
"Care at Home","Local Authority","Care at Home Services","Kirkwall","Adults","25/08/2023",4,5,NA,4,4,"10/08/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Blackwood Care - St. Leonard's Court - Care at Home","Ayr","Adults","14/04/2023",5,5,NA,5,5,"24/02/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Blackwood North East Care and Support Services","Aberdeen","Adults","03/05/2023",5,5,NA,5,4,"21/04/2023","2004_8",0,0
"Care at Home","Private","Keltic Care Limited Support Service - Care at Home","Inverness","Adults","23/06/2023",5,5,NA,5,5,"07/06/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Blackwood Forth Valley Care and Support Services","Stirling","Adults","11/01/2024",5,5,NA,5,5,"22/11/2023","2004_8",0,0
"Care at Home","Private","Joans Carers Ltd","Helensburgh","Adults","05/03/2024",4,3,NA,5,4,"02/10/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Supported Accommodation Services","Glasgow","Adults","16/11/2023",5,5,NA,4,4,"24/10/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Community Service","Glasgow","Adults","03/07/2023",4,5,NA,5,4,"08/06/2023","2004_10",0,0
"Care at Home","Local Authority","Mental Health Community Support Service @ Annsbrae House","Shetland","Adults","24/10/2023",5,5,NA,5,5,"11/10/2023","2004_9",0,0
"Care at Home","Local Authority","Support @ Home (Shetland)","Shetland","Adults","12/06/2023",5,5,NA,5,5,"02/06/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Dundee 2 & Surrounding Areas","Dundee","Adults","25/09/2022",4,5,NA,4,4,"21/07/2022","2004_12",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living Glasgow 1 & Surrounding Area","Glasgow","Adults","16/05/2023",4,4,NA,4,4,"20/04/2023","2004_12",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Fife & Surrounding Areas","Glenrothes","Adults","11/04/2023",3,3,NA,3,3,"15/03/2023","2004_12",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Aberdeenshire & Surrounding Area","Ellon","Adults","03/04/2023",5,5,NA,4,5,"02/02/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Sense Scotland Supported Living: Lanarkshire West Lothian and Surrounding Areas","Coatbridge","Adults","28/03/2019",6,6,NA,5,4,"20/12/2018","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","RAMH","Paisley","Adults","17/06/2019",6,6,NA,6,5,"22/05/2019","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Inverclyde Support Services","Greenock","Adults","13/08/2020",5,5,NA,5,5,"11/03/2020","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","Turning Point Scotland - Dumfries North and East","Dumfries","Adults","07/07/2020",5,5,NA,5,5,"14/02/2020","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Turning Point Scotland - Wigtownshire & Stewartry West","Dumfries","Adults","12/07/2019",5,5,NA,6,5,"11/04/2019","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Renfrewshire and East Renfrewshire Mental Health, Learning Disability and/ or Physical Disability Service","Paisley","Adults","29/09/2023",5,5,NA,5,5,"10/08/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Turning Point - Inverclyde","Greenock","Adults","29/01/2020",5,5,NA,5,5,"20/12/2019","2004_8",0,0
"Care at Home","Local Authority","Meiklehill","Kirkintilloch","Adults","23/11/2023",5,5,NA,5,5,"06/10/2023","2004_9",0,0
"Care at Home","Local Authority","Clackmannanshire Reablement and Technology Enabled Care Service","Alloa","Adults","18/01/2024",5,5,NA,5,4,"11/01/2024","2004_11",0,0
"Care at Home","Local Authority","Inverclyde Learning Disability Support & Care at Home Service","Greenock","Adults","16/01/2020",5,5,NA,5,5,"12/11/2019","2004_11",0,0
"Care at Home","Local Authority","Care & Support at Home","Greenock","Adults","05/01/2024",5,5,NA,5,5,"15/11/2023","2004_11",0,0
"Care at Home","Local Authority","East Lothian Council - Homecare Services","Haddington","Adults","24/10/2023",4,5,NA,4,4,"29/09/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","with YOU Caltongate/ Peffer  Disabilities Service","Edinburgh","Adults","27/11/2023",5,5,NA,6,4,"01/11/2023","2004_8",0,0
"Care at Home","Voluntary or Not for Profit","Real Life Options - Glasgow Balmore Service","Glasgow","Adults","25/03/2024",3,3,NA,3,3,"29/01/2024","2004_9",0,0
"Care at Home","Local Authority","Castle Douglas Community Support Services","Castle Douglas","Adults","08/01/2024",4,4,NA,4,4,"21/11/2023","2004_9",0,0
"Care at Home","Private","Kippen Care Services","Perth","Adults","29/03/2023",3,3,NA,3,4,"06/03/2023","2005_6",1,0
"Care at Home","Voluntary or Not for Profit","Alzheimer Scotland - Dumfries & Galloway","Dumfries","Adults","10/09/2019",5,4,5,5,4,"01/08/2019","2004_12",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures Dundee - Alexander Street, Lismore Terrace, Longfield Drive","Dundee","Adults","17/10/2023",4,6,NA,5,4,"12/09/2023","2005_3",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures - Tullideph, David Street, Martingale, Birkdale Services","Dundee","Adults","30/04/2019",4,4,NA,5,4,"16/04/2019","2004_12",0,0
"Care at Home","Local Authority","Community Support Service - Elgin","Elgin","Adults","19/06/2020",4,4,NA,3,3,"21/02/2020","2004_9",0,0
"Other than Care at home","Voluntary or Not for Profit","Turning Point Scotland - North East Edinburgh Recovery Service","Edinburgh","Adults","06/09/2019",6,5,5,5,5,"23/08/2019","2007_5",0,0
"Care at Home","Private","Montana Home Care Ltd","Falkirk","Adults","14/12/2023",5,6,NA,5,5,"01/12/2023","2004_10",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Fife","Glenrothes","Adults","13/03/2023",5,6,NA,5,5,"06/03/2023","2005_2",0,0
"Care at Home","Voluntary or Not for Profit","Key - Highland (Lochaber, Inverness and Nairn)","Invergordon","Adults","13/03/2023",5,5,NA,4,4,"22/12/2022","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Key - Highland (Caithness and Sutherland)","Invergordon","Adults","31/01/2023",4,4,NA,4,4,"19/12/2022","2004_11",1,0
"Care at Home","Voluntary or Not for Profit","Key Community Supports - Dumfries & Galloway","Dumfries","Adults","10/08/2023",5,5,NA,5,4,"18/07/2023","2004_11",0,0
"Care at Home","Local Authority","Dundee City Council - Dundee Community Living","Dundee","Adults","03/10/2019",6,6,NA,6,6,"13/09/2019","2004_11",0,0
"Care at Home","Local Authority","Angus Health & Social Care Enablement & Response Team","Carnoustie","Adults","18/12/2019",5,5,NA,5,5,"15/11/2019","2006_1",0,0
"Care at Home","Local Authority","Mull & Iona, Coll & Tiree and Colonsay Home Care Service/Care at Home Service","Argyll And Bute","Adults","20/12/2019",5,5,NA,4,4,"20/09/2019","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Key Community Supports - Glasgow West","Glasgow","Adults","02/02/2024",5,5,NA,5,5,"26/01/2024","2004_11",2,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland (Leading the Way) - Lanarkshire Services","Euro Central","Adults","15/04/2024",5,5,NA,5,5,"11/03/2024","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Key Community Supports - Glasgow South","Glasgow","Adults","15/01/2024",5,5,NA,5,5,"11/08/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Key - Dunbartonshire","Glasgow","Adults","29/01/2020",5,5,NA,5,5,"02/12/2019","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Key - Ayrshire and South Lanarkshire","Glasgow","Adults","14/02/2023",4,5,NA,4,3,"24/01/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Key Community Supports - Clyde Coast","Glasgow","Adults","22/11/2023",5,5,NA,4,5,"11/10/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Key Community Supports - North Lanarkshire","Coatbridge","Adults","19/06/2023",5,4,NA,5,4,"13/05/2019","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Key Community Supports - Falkirk","Falkirk","Adults","08/02/2024",5,5,NA,5,5,"19/01/2024","2004_11",0,0
"Care at Home","Private","Ailsa Care Services West","Falkirk","Adults","03/04/2024",4,5,NA,4,3,"02/02/2024","2004_11",0,0
"Care at Home","Private","Guardian Care Homes (UK) Ltd - Trafalgar Close - Care at Home","Coldstream","Adults","21/12/2023",3,3,NA,4,2,"28/11/2023","2004_9",0,0
"Care at Home","Voluntary or Not for Profit","ENABLE Scotland: West","Glasgow","Adults","23/10/2023",4,5,NA,5,4,"18/09/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland (Leading the Way) - Forth Valley","Stirling","Adults","25/10/2023",4,4,NA,4,4,"24/10/2023","2004_11",0,0
"Care at Home","Local Authority","Stirling Council Reablement and Tec Services","Stirling","Adults","12/12/2023",5,5,NA,5,5,"02/11/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland (Leading the Way) - Ayrshire","Kilmarnock","Adults","13/09/2023",5,5,NA,4,5,"24/08/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland (Leading the Way) - East Renfrewshire Community Support Services","Glasgow","Adults","07/06/2023",5,5,NA,5,4,"01/07/2019","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland (Leading the Way) Edinburgh and West Lothian","Edinburgh","Adults","08/01/2024",4,6,NA,6,4,"30/11/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland (Leading the Way) - Glasgow","Glasgow","Adults","12/03/2024",5,5,NA,5,5,"08/02/2024","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland East Argyll & Bute","Helensburgh","Adults","09/05/2023",5,5,NA,5,5,"11/04/2024","2004_11",0,0
"Care at Home","Local Authority","Mid - Argyll, Kintyre, Islay and Jura Home Care Service","Campbeltown","Adults","08/09/2020",4,4,NA,4,4,"05/03/2020","2005_4",0,0
"Care at Home","Private","Dudhope Villa and Sister Properties","Dundee","Adults","11/07/2023",4,3,NA,4,3,"29/06/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Crossroads Lewis Care Attendant Scheme","Stornoway","Adults","21/03/2023",5,5,NA,5,4,"07/03/2023","2005_1",0,0
"Care at Home","Voluntary or Not for Profit","Community Lifestyles - Glasgow East","Glasgow","Adults","06/03/2023",5,5,NA,5,5,"31/01/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","DGMHA Housing Support Service","Dumfries","Adults","10/08/2023",4,3,NA,4,4,"24/05/2023","2004_10",0,0
"Care at Home","Private","Family Circle Care Ltd - Care at Home","Edinburgh","Adults","08/11/2023",4,3,NA,3,3,"19/10/2023","2005_4",0,0
"Other than Care at home","Local Authority","The Glenloch Centre","Forfar","Adults","12/09/2016",5,5,4,5,5,"01/08/2016","2005_4",0,0
"Care at Home","Voluntary or Not for Profit","Thistle Foundation","Edinburgh","Adults","22/04/2020",5,5,NA,5,5,"05/02/2020","2004_2",0,0
"Care at Home","Local Authority","Falkirk Council - Care and Support at Home - West Locality","Denny","Adults","17/04/2024",4,4,NA,4,4,"13/03/2024","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Eildon Housing Association - Station Avenue Outreach - Care at Home","Duns","Adults","01/09/2023",5,5,NA,4,5,"14/08/2023","2004_9",0,0
"Care at Home","Local Authority","Home Assessment Recovery Team","Perth","Adults","18/01/2023",3,5,NA,5,3,"15/11/2022","2004_11",0,0
"Care at Home","Local Authority","Perth & Kinross Council - Adults with Learning Disabilities","Perth","Adults","22/04/2024",4,5,NA,5,5,"20/03/2024","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Tagsa Uibhist Home Support","Isle Of Benbecula","Adults","07/02/2023",4,5,NA,5,4,"22/12/2022","2004_12",0,0
"Care at Home","Voluntary or Not for Profit","Baillieston Community Care Ltd","Glasgow","Adults","25/04/2023",4,5,NA,4,4,"27/03/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","SAMH Edinburgh Support Service","Edinburgh","Adults","18/03/2019",4,4,NA,5,5,"05/02/2019","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","Glasgow Personalisation Service","Glasgow","Adults","17/04/2023",4,4,NA,4,4,"07/04/2023","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","SAMH - Falkirk Support Service and Stirling Outreach","Airdrie","Adults","16/06/2020",5,5,NA,5,5,"20/02/2020","2004_11",0,0
"Care at Home","Voluntary or Not for Profit","SAMH - Moray - Care at Home Service","Elgin","Adults","03/08/2020",6,6,NA,6,5,"06/03/2020","2004_11",0,0
"Care at Home","Private","Esteem Care Dumfries and Galloway Ltd","Dumfries","Adults","07/08/2019",4,4,NA,5,4,"27/06/2019","2004_10",0,0
"Care at Home","Local Authority","Home Care Services - Mainstream Team","Kirkintilloch","Adults","31/07/2023",5,5,NA,5,5,"26/05/2023","2004_10",0,0
"Care at Home","Private","Aspire West Support Services Care at Home","Coatbridge","Adults","18/04/2023",4,5,NA,5,3,"10/03/2023","2004_9",0,0
"Care at Home","Private","Dumfries Supported Living","Dumfries","Adults","23/06/2023",4,5,NA,5,4,"26/05/2023","2004_11",0,0
"Care at Home","Private","Extended Personal Care Limited","Lennoxtown","Adults","01/09/2023",5,4,NA,4,4,"14/07/2023","2004_11",0,0
"Care at Home","Private","Primecare Health Ltd","Broxburn","Adults","05/01/2022",4,4,NA,3,4,"17/11/2021","2005_7",0,0
"Care at Home","Voluntary or Not for Profit","ELCAP Care at Home","Prestonpans","Adults","22/02/2024",5,5,NA,5,5,"18/01/2024","2004_11",0,0
"Care at Home","Private","Lynedoch Care Ltd - Care at Home","Edinburgh","Adults","04/05/2023",4,4,NA,4,4,"07/04/2023","2005_4",0,0
"Care at Home","Private","The Beeches Home Care Agency Ltd","Glasgow","Adults","03/04/2024",4,4,NA,4,4,"26/02/2024","2005_1",0,0
"Care at Home","Local Authority","Accommodation with Care and Housing Support (Fife)","Glenrothes","Adults","01/11/2023",4,5,NA,4,4,"11/10/2023","2005_1",0,0
"Care at Home","Local Authority","Adult Services, Resources - Housing Support and Care At Home Service","Glenrothes","Adults","11/03/2024",3,5,NA,3,3,"12/04/2023","2005_1",0,0
"Care at Home","Private","Call In Homecare Ltd - Edinburgh North","Edinburgh","Adults","21/03/2024",5,5,NA,5,5,"18/03/2024","2004_12",2,0
"Care at Home","Voluntary or Not for Profit","Glasgow Supported Living Project","Glasgow","Adults","10/10/2023",5,5,NA,5,4,"11/09/2023","2005_1",0,0
"Care at Home","Voluntary or Not for Profit","Glasgow Day Opportunities","Glasgow","Adults","06/11/2023",3,4,NA,4,3,"04/10/2023","2005_2",0,0
"Care at Home","Private","Prestige Nursing and Care - East Fife","Methil","Adults","19/04/2023",4,5,NA,5,5,"20/03/2023","2005_2",0,0
"Care at Home","Voluntary or Not for Profit","Turning Point Scotland - South Ayrshire Independent Living","Ayr","Adults","05/04/2024",5,5,NA,5,4,"19/03/2024","2004_12",0,0
"Care at Home","Local Authority","Generic - Care at Home - Uist and Harris","Isle Of Benbecula","Adults","05/07/2021",4,4,NA,4,4,"28/06/2021","2005_2",0,0
"Care at Home","Local Authority","Lewis and Harris - Community Living Care at Home Service","Stornoway","Adults","23/01/2024",4,4,NA,4,4,"17/01/2024","2004_12",0,0
"Care at Home","Local Authority","Home Care Service - Care at Home","Elgin","Adults","19/12/2023",5,5,NA,5,5,"21/11/2023","2004_12",1,0
"Care at Home","Local Authority","East Fife Care at Home","Glenrothes","Adults","17/02/2023",4,4,NA,4,4,"07/02/2023","2005_1",4,0
"Other than Care at home","Local Authority","Aberdeenshire Day Services - Older People","Inverurie","Adults","29/05/2019",5,5,5,5,5,"02/05/2019","2002_4",0,0
"Care at Home","Voluntary or Not for Profit","Lifecare - St. Bernard's Club","Edinburgh","Adults","11/05/2016",6,6,5,6,5,"21/04/2016","2004_3",0,0
"Care at Home","Private","Crossroads (Perth and Kinross) Care Attendant Scheme","Perth","Adults","16/02/2023",5,6,NA,5,5,"14/02/2023","2005_1",0,0
"Care at Home","Private","Crossroads Care - Skye & Lochalsh","Portree","Adults","14/10/2019",5,5,NA,4,4,"11/09/2019","2005_2",0,0
"Other than Care at home","Voluntary or Not for Profit","Oxgangs Care","Edinburgh","Adults","24/08/2023",4,4,4,4,4,"28/07/2023","2006_2",0,0
"Other than Care at home","Private","Rashielee Day Centre","Erskine","Adults","15/06/2018",5,5,6,5,4,"11/05/2018","2005_3",0,0
"Care at Home","Private","Paramount Care","Westhill","Adults","25/09/2023",5,4,NA,4,5,"12/09/2023","2004_11",0,0
"Other than Care at home","Voluntary or Not for Profit","Hope Park House","Blairgowrie","Adults","13/03/2019",4,4,4,4,4,"07/02/2019","2003_4",0,0
"Care at Home","Private","Community Care Choice","Glasgow","Adults","22/02/2022",5,4,NA,4,4,"27/01/2022","2005_6",0,0
"Other than Care at home","Voluntary or Not for Profit","Perth & Kinross Carers Centre's Day Clubs","Perth","Adults","14/03/2018",5,5,4,4,5,"16/01/2018","2006_3",0,0
"Care at Home","Private","Argyll Homecare Ltd - Care at Home","Lochgilphead","Adults","21/01/2020",5,5,NA,5,4,"07/11/2019","2005_6",0,0
"Other than Care at home","Local Authority","Muirhead Road","Glasgow","Adults","24/08/2016",5,5,5,5,5,"22/07/2016","2005_9",0,0
"Care at Home","Voluntary or Not for Profit","Edinburgh Supported Living Services - Care at Home","Edinburgh","Adults","04/12/2023",4,4,NA,4,4,"20/10/2023","2005_2",0,0
"Care at Home","Voluntary or Not for Profit","Achievement Bute Care at Home Service","Isle Of Bute","Adults","20/02/2019",5,5,NA,5,5,"22/01/2019","2005_6",0,0
"Care at Home","Voluntary or Not for Profit","Buddies Clubs and Services (Outreach)","Glasgow","Adults","28/09/2023",6,5,NA,5,5,"28/08/2023","2005_8",0,0
"Care at Home","Private","Spinal Homecare Services","Kendal","Adults","25/04/2024",5,5,NA,5,4,"25/04/2024","2006_3",0,0
"Care at Home","Voluntary or Not for Profit","Community Directions","Glasgow","Adults","06/03/2023",5,5,NA,5,4,"26/01/2023","2005_4",0,0
"Care at Home","Private","Thorntoun Supported Living Services","Kilmarnock","Adults","25/02/2022",4,3,NA,3,3,"23/04/2024","2005_12",0,0
"Care at Home","Voluntary or Not for Profit","Apna project","Glasgow","Adults","28/02/2020",4,4,NA,4,4,"22/11/2019","2006_4",0,0
"Care at Home","Local Authority","East Renfrewshire Council Care at Home Service","Glasgow","Adults","12/03/2024",3,3,NA,3,3,"30/01/2024","2005_7",1,0
"Other than Care at home","Local Authority","Mallaig Road","Glasgow","Adults","20/01/2017",5,5,5,4,4,"08/12/2016","2005_9",0,0
"Other than Care at home","Local Authority","Fernlea, The Wishart Anderson  (Support Service)","Shetland","Adults","06/09/2017",5,5,5,4,5,"27/07/2017","2005_8",0,0
"Other than Care at home","Local Authority","Overtonlea (Support Service)","Shetland","Adults","04/05/2017",5,5,4,4,5,"11/04/2017","2005_8",0,0
"Other than Care at home","Local Authority","North Haven (Support Service)","Shetland","Adults","31/07/2019",4,4,4,4,4,"23/05/2019","2005_8",0,0
"Other than Care at home","Local Authority","Isleshavn (Support Service)","Shetland","Adults","04/10/2019",5,5,4,5,4,"23/07/2019","2005_8",0,0
"Other than Care at home","Local Authority","Wastview (Support Service)","Shetland","Adults","12/09/2018",5,5,5,5,4,"14/08/2018","2005_8",0,0
"Other than Care at home","Local Authority","Nordalea (Support Service)","Shetland","Adults","18/12/2017",6,6,5,5,5,"03/10/2017","2005_8",0,0
"Care at Home","Voluntary or Not for Profit","McFarlane Trust Ltd","Glasgow","Adults","02/03/2020",5,5,NA,4,5,"20/02/2020","2005_6",0,0
"Care at Home","Private","Orems Care Service","Glasgow","Adults","21/06/2023",5,4,NA,4,4,"05/05/2023","2006_9",0,0
"Other than Care at home","Voluntary or Not for Profit","Antonine Court","Glasgow","Adults","02/08/2016",4,4,5,5,5,"14/06/2016","2006_4",0,0
"Care at Home","Local Authority","Kalisgarth and Very Sheltered Housing Care at Home","Orkney","Adults","04/03/2024",4,5,NA,4,3,"19/12/2023","2006_12",0,0
"Care at Home","Voluntary or Not for Profit","with YOU West Lothian Mental Health Service","Livingston","Adults","21/02/2024",3,3,NA,3,3,"24/01/2024","2005_10",0,0
"Care at Home","Voluntary or Not for Profit","Marie Curie Care at Home Scotland South and East","Edinburgh","Adults","19/06/2019",5,5,NA,5,6,"25/04/2019","2006_4",0,0
"Other than Care at home","Voluntary or Not for Profit","Hillview Resource Centre","Dundee","Adults","13/07/2017",5,5,5,5,5,"25/04/2017","2006_11",0,0
"Care at Home","Private","Abbey Care Services","Kirriemuir","Adults","05/04/2023",4,5,NA,4,5,"02/03/2023","2006_3",1,0
"Care at Home","Private","Care Services (Perth) Limited","Perth","Adults","13/07/2020",5,5,NA,5,5,"18/12/2019","2006_1",0,0
"Care at Home","Private","Balmoral Health and Social Care","Grangemouth","Adults","19/02/2024",4,3,NA,5,3,"15/02/2024","2006_6",0,0
"Care at Home","Voluntary or Not for Profit","Gaberston Support Service","Alloa","Adults","22/01/2024",5,5,NA,5,5,"15/12/2023","2004_10",0,0
"Care at Home","Local Authority","South East Hub Services","Edinburgh","Adults","10/04/2020",4,4,NA,4,4,"04/03/2019","2006_8",0,0
"Care at Home","Private","North East Community Care Ltd","Turriff","Adults","15/12/2021",4,4,NA,4,4,"03/11/2021","2006_2",0,0
"Care at Home","Voluntary or Not for Profit","The Richmond Fellowship Scotland - Aberdeenshire","Alford","Adults","21/05/2021",3,3,NA,3,3,"08/03/2024","2006_1",0,0
"Care at Home","Voluntary or Not for Profit","Community Support Service - Glasgow and East Dunbartonshire","Glasgow","Adults","15/11/2019",4,4,NA,5,4,"11/10/2019","2007_4",0,0
"Care at Home","Private","Handy Services","Anstruther","Adults","16/04/2024",5,4,NA,5,4,"21/03/2024","2006_5",0,0
"Care at Home","Voluntary or Not for Profit","Lifecare - Cottage Companion Club","Edinburgh","Adults","11/05/2016",6,6,5,6,5,"06/04/2016","2005_12",0,0
"Other than Care at home","Local Authority","Burnie","Buckie","Adults","28/10/2016",5,5,5,5,5,"15/09/2016","2006_8",0,0
"Care at Home","Local Authority","Disability Resources Support Accommodation Services","Kirkwall","Adults","02/11/2023",5,4,NA,4,5,"09/10/2023","2006_11",0,0
"Other than Care at home","Local Authority","Montrose Day Centre","Paisley","Adults","25/11/2016",6,6,5,5,5,"12/08/2016","2007_3",0,0
"Care at Home","Private","1st Homecare Falkirk","Falkirk","Adults","01/02/2024",5,NA,NA,NA,5,"22/01/2024","2006_4",0,0
"Care at Home","Voluntary or Not for Profit","Leonard Cheshire Disability - Trafalgar Lane - Supported Living","Edinburgh","Adults","08/08/2023",4,4,NA,4,4,"04/05/2023","2006_4",0,0
"Care at Home","Voluntary or Not for Profit","Lifecare Outreach Care at Home","Edinburgh","Adults","24/04/2023",5,5,NA,5,5,"30/10/2019","2006_3",0,0
"Care at Home","Private","Mochridhe Homecare & Housing Support","Glasgow","Adults","30/01/2023",5,5,NA,5,5,"17/01/2023","2006_9",0,0
"Care at Home","Voluntary or Not for Profit","Enable Scotland (Leading the Way) - Perth Services","Perth","Adults","31/01/2020",5,5,NA,4,5,"18/12/2019","2006_5",0,0
"Care at Home","Private","Kenylink Services Ltd","Kirkcaldy","Adults","12/05/2023",5,5,NA,5,5,"29/03/2023","2006_11",1,0
"Other than Care at home","Voluntary or Not for Profit","East Dunbartonshire Association for Mental Health","Kirkintilloch","Adults","23/08/2019",5,5,NA,5,5,"15/07/2019","2008_2",0,0
"Care at Home","Local Authority","Dundee City Council - Supported Living Team","Dundee","Adults","06/01/2020",6,6,NA,6,5,"01/10/2019","2006_6",0,0
"Other than Care at home","Voluntary or Not for Profit","Real Life Options - West Fife Support Service","Dunfermline","Adults","18/03/2019",5,5,5,4,4,"21/02/2019","2006_6",0,0
"Care at Home","Local Authority","Stomaigh Care at Home Service","Isle Of North Uist","Adults","09/01/2023",5,5,NA,5,5,"09/12/2022","2006_11",0,0
"Care at Home","Voluntary or Not for Profit","Carr Gomm Support Services 1","Glasgow","Adults","02/03/2023",5,5,NA,5,5,"07/02/2023","2006_6",0,0
"Other than Care at home","Local Authority","Strathmore Day Opportunities for Older People","Blairgowrie","Adults","13/11/2023",5,5,5,5,5,"27/06/2017","2009_9",0,0
"Other than Care at home","Local Authority","Milan","Glasgow","Adults","07/09/2016",5,5,4,5,4,"04/08/2016","2007_12",0,0
"Other than Care at home","Local Authority","West Fife Community Support Service","Cowdenbeath","Adults","24/05/2016",6,6,6,6,6,"18/03/2016","2006_8",0,0
"Care at Home","Voluntary or Not for Profit","Action Group - Team C - Care at Home","Edinburgh","Adults","14/03/2024",5,5,NA,5,4,"08/02/2024","2006_9",0,0
"Other than Care at home","Voluntary or Not for Profit","Answer House - Support Service","Bathgate","Adults","08/07/2019",5,5,4,4,5,"28/05/2019","2006_10",0,0
"Care at Home","Voluntary or Not for Profit","Penumbra - Glasgow ARBD Supported Living Service","Glasgow","Adults","01/02/2023",5,6,NA,6,4,"21/12/2022","2006_11",0,0
"Other than Care at home","Local Authority","Budhill Day Care","Glasgow","Adults","24/10/2017",4,4,5,4,4,"01/08/2017","2006_8",0,0
"Other than Care at home","Local Authority","Newcraigielea","Shetland","Adults","06/09/2023",5,5,4,4,5,"03/08/2023","2007_1",0,0
"Other than Care at home","Local Authority","Riverbank Centre & Streets Ahead","Stirling","Adults","13/02/2024",5,5,5,6,5,"08/02/2024","2007_7",0,0
"Care at Home","Voluntary or Not for Profit","Trust Housing Association Ltd - Branch 4","Glasgow","Adults","23/11/2023",5,5,NA,5,5,"06/11/2023","2006_10",0,0
"Care at Home","Voluntary or Not for Profit","Hillcrest Futures - Dundee Learning Disability Services","Dundee","Adults","28/06/2022",5,5,NA,5,5,"16/05/2022","2007_7",0,0
"Care at Home","Voluntary or Not for Profit","ARBD Southside Response","Glasgow","Adults","20/01/2023",4,5,NA,5,4,"11/01/2023","2007_5",0,0
