"CareService","Date","Aberdeen City","Aberdeenshire","Angus","Argyll & Bute","City of Edinburgh","Clackmannanshire","Dumfries & Galloway","Dundee City","East Ayrshire","East Dunbartonshire","East Lothian","East Renfrewshire","Falkirk","Fife","Glasgow City","Highland","Inverclyde","Midlothian","Moray","Na h-Eileanan Siar","North Ayrshire","North Lanarkshire","Orkney Islands","outside Scotland","Perth & Kinross","Renfrewshire","Scottish Borders","Shetland Islands","South Ayrshire","South Lanarkshire","Stirling","West Dunbartonshire","West Lothian"
"Child Minding","Apr 2024",111,219,80,54,217,28,70,67,108,75,79,79,132,239,116,163,32,53,95,10,120,196,21,0,101,53,64,5,53,177,66,26,156
"Child Minding","May 2024",111,221,78,55,219,28,70,67,107,74,80,80,132,241,116,162,33,52,94,10,120,192,21,0,99,52,65,4,52,176,66,25,157
"Child Minding","Jun 2024",110,222,77,56,215,29,70,69,109,72,79,78,130,242,117,161,33,52,95,10,117,190,21,0,99,50,63,4,52,176,65,24,156
"Adoption Service","Jun 2017",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jul 2017",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Aug 2017",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Sep 2017",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Oct 2017",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Nov 2017",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Dec 2017",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jan 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Feb 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Mar 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Apr 2018",1,1,1,1,4,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Adoption Service","May 2018",1,1,1,1,4,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Adoption Service","Jun 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jul 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Aug 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Sep 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Oct 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Nov 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Dec 2018",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jan 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Feb 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Mar 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Apr 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","May 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jun 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jul 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Aug 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Sep 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Oct 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Nov 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Dec 2019",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jan 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Feb 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Mar 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Apr 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","May 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jun 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jul 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Aug 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Sep 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Oct 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Nov 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Dec 2020",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jan 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Feb 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Mar 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Apr 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","May 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jun 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jul 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Aug 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Sep 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Oct 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Nov 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Dec 2021",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jan 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Feb 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Mar 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Apr 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","May 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jun 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jul 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Aug 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Sep 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Oct 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Nov 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Dec 2022",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jan 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Feb 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Mar 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Apr 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","May 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jun 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jul 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Aug 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Sep 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Oct 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Nov 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Dec 2023",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Jan 2024",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Feb 2024",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Adoption Service","Mar 2024",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Adoption Service","Apr 2024",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Adoption Service","May 2024",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"Adoption Service","Jun 2024",1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1
"Adult Placement Service","Jun 2017",1,2,1,0,3,0,2,1,2,1,1,0,2,2,2,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Jul 2017",1,2,1,0,3,0,2,1,2,1,1,0,2,2,2,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Aug 2017",1,2,1,0,3,0,2,1,2,1,1,0,2,2,2,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Sep 2017",1,2,1,0,3,0,2,1,2,1,1,0,2,2,2,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Oct 2017",1,2,1,0,3,0,2,1,2,0,1,0,2,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Nov 2017",1,2,1,0,3,0,2,1,2,0,1,0,2,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Dec 2017",1,2,1,0,3,0,2,1,2,0,1,1,2,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Jan 2018",1,2,1,0,3,0,2,1,2,0,1,1,2,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Feb 2018",1,2,1,0,3,0,2,1,2,0,1,1,2,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Mar 2018",1,2,1,0,3,0,2,1,2,0,1,1,2,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Apr 2018",1,3,1,0,3,0,2,1,2,0,1,1,2,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","May 2018",1,3,1,0,3,0,2,1,2,1,1,1,2,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,0,3
"Adult Placement Service","Jun 2018",1,3,1,0,3,0,2,1,2,0,1,1,2,3,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,1,1,3
"Adult Placement Service","Jul 2018",1,3,1,0,4,0,2,1,2,0,1,1,3,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Aug 2018",1,3,1,0,5,0,2,1,2,0,1,1,3,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Sep 2018",1,3,1,0,5,0,2,1,2,0,1,1,3,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,3,1,3
"Adult Placement Service","Oct 2018",1,3,1,0,5,0,2,1,2,0,1,1,3,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,3,1,3
"Adult Placement Service","Nov 2018",1,3,1,0,4,0,2,1,2,0,1,1,3,2,3,1,0,1,2,0,2,1,0,0,1,2,1,0,1,1,3,1,3
"Adult Placement Service","Dec 2018",1,3,1,0,4,0,2,1,2,0,1,1,3,2,3,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,3,1,3
"Adult Placement Service","Jan 2019",1,3,1,0,4,0,2,1,2,0,1,1,3,2,3,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,3,1,3
"Adult Placement Service","Feb 2019",1,3,1,0,5,0,2,1,2,0,1,1,3,2,4,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,3,1,3
"Adult Placement Service","Mar 2019",1,3,1,0,5,0,2,1,2,0,1,1,4,2,4,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Apr 2019",1,3,1,0,4,0,2,1,2,0,1,1,4,3,4,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","May 2019",1,3,1,0,4,0,2,1,2,0,1,1,4,4,4,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Jun 2019",2,3,1,1,4,0,2,1,2,0,1,1,4,4,6,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Jul 2019",2,3,1,1,5,0,2,1,2,0,1,1,4,4,5,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Aug 2019",2,3,1,1,5,0,2,1,2,0,1,1,4,4,5,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Sep 2019",2,3,1,1,5,0,2,1,2,0,1,1,4,4,5,1,1,1,2,0,2,1,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Oct 2019",2,3,1,1,5,0,2,1,2,0,1,1,4,4,5,1,1,1,2,0,2,3,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Nov 2019",2,3,1,1,5,0,2,1,2,0,1,1,4,4,5,1,1,2,2,0,2,3,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Dec 2019",2,3,1,1,6,0,2,1,2,0,1,1,4,4,5,1,1,2,2,0,2,3,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Jan 2020",2,3,1,1,6,0,2,3,2,0,1,1,4,4,6,2,1,2,2,0,2,3,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Feb 2020",2,3,1,1,6,0,2,3,2,1,1,1,4,4,6,2,1,2,2,0,2,3,0,0,1,2,1,0,1,1,2,1,3
"Adult Placement Service","Mar 2020",2,3,1,1,5,0,2,3,2,1,1,1,4,4,6,2,1,2,2,0,2,3,0,0,1,3,1,0,1,1,2,1,3
"Adult Placement Service","Apr 2020",2,3,1,1,5,0,2,3,2,1,1,1,4,4,6,2,1,2,2,0,2,3,0,0,1,3,1,0,1,1,2,1,3
"Adult Placement Service","May 2020",2,3,1,1,5,0,2,3,2,1,1,1,4,4,6,2,1,2,2,0,2,3,0,0,1,3,1,0,1,1,2,1,3
"Adult Placement Service","Jun 2020",2,3,1,1,5,0,2,3,2,1,1,1,4,4,6,2,1,2,2,0,2,3,0,0,1,3,1,0,1,1,2,1,3
"Adult Placement Service","Jul 2020",2,3,1,1,5,0,2,3,2,1,1,1,4,4,6,2,1,2,3,1,2,3,0,0,1,3,2,0,1,1,2,1,3
"Adult Placement Service","Aug 2020",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,2,1,2,3,1,2,3,0,0,1,3,2,0,1,1,2,1,3
"Adult Placement Service","Sep 2020",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,3,1,2,3,1,2,3,1,0,1,3,2,0,1,1,2,1,3
"Adult Placement Service","Oct 2020",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,3,1,2,3,1,2,3,1,0,1,3,2,0,1,1,2,1,3
"Adult Placement Service","Nov 2020",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,3,1,2,3,1,2,3,1,0,1,3,2,0,1,1,2,1,3
"Adult Placement Service","Dec 2020",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,3,1,2,3,1,2,3,1,0,2,3,2,0,1,1,2,1,4
"Adult Placement Service","Jan 2021",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,3,1,2,3,1,2,3,1,0,2,3,2,0,1,1,2,1,4
"Adult Placement Service","Feb 2021",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,3,1,2,3,1,2,3,1,0,2,3,2,0,1,1,2,1,4
"Adult Placement Service","Mar 2021",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,3,1,2,3,1,2,3,1,0,2,3,2,0,1,1,2,1,4
"Adult Placement Service","Apr 2021",3,3,1,1,5,0,2,3,2,1,2,1,4,5,6,3,1,2,3,1,2,3,1,0,2,3,2,0,1,1,2,1,4
"Adult Placement Service","May 2021",3,3,1,1,5,0,2,3,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,0,1,1,2,1,4
"Adult Placement Service","Jun 2021",3,3,1,1,5,1,2,3,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Jul 2021",3,3,1,1,5,1,2,3,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Aug 2021",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Sep 2021",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Oct 2021",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Nov 2021",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Dec 2021",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Jan 2022",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Feb 2022",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Mar 2022",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Apr 2022",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","May 2022",3,3,1,1,5,1,2,2,2,1,2,1,4,5,7,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Jun 2022",3,3,1,1,4,1,2,2,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Jul 2022",3,3,1,1,4,1,2,4,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Aug 2022",3,3,1,1,4,1,2,4,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Sep 2022",3,3,1,1,4,1,2,4,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Oct 2022",3,3,1,1,4,1,2,4,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,2,2,2,1,1,1,2,1,3
"Adult Placement Service","Nov 2022",3,3,1,1,4,1,2,4,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,2,2,2,2,1,1,2,1,3
"Adult Placement Service","Dec 2022",3,3,1,1,4,1,2,5,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Jan 2023",3,3,1,1,4,1,2,5,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Feb 2023",3,3,1,1,4,1,2,5,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Mar 2023",3,3,1,1,4,1,2,5,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Apr 2023",3,3,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","May 2023",3,3,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Jun 2023",3,3,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Jul 2023",3,3,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Aug 2023",3,4,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Sep 2023",3,4,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Oct 2023",3,4,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Nov 2023",3,4,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Dec 2023",3,4,1,1,4,1,2,4,2,1,3,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
"Adult Placement Service","Jan 2024",3,4,1,1,4,1,2,4,2,1,2,1,4,5,8,3,1,2,3,1,2,3,1,0,1,2,2,2,1,1,2,2,3
